HelenHong1_Audio.json,0,I am really really excited be here I took the whole night often getting manicures the whole night on ,0.16,4.79
HelenHong1_Audio.json,1,I'm serious no panties no nothing ,5.39,7.27
HelenHong1_Audio.json,3,and so I was raised by Asians ,10.8,13.38
HelenHong1_Audio.json,4,I know it's a shocker Asians is kinda like being raised by wolves ,14.37,18.86
HelenHong1_Audio.json,5,I but with less compassion and understanding ,19.3,22.19
HelenHong1_Audio.json,6,yeah my mom is a deck shoes in a bag resident %HESITATION and she was hot to you which made it more annoying you know she's like always been as perfect size zero totally skinny an awesome I think which was pregnant you got all the way up to a size too like ,23.37,35.98
HelenHong1_Audio.json,7,shut up ,36.85,37.21
HelenHong1_Audio.json,8,meanwhile I was really chunky is a teenager and see she's to say things like all hidden N. ,38.87,43.64
HelenHong1_Audio.json,9,each it too bad we cannot ship Claude June ,45.86,48.61
HelenHong1_Audio.json,10,you bet because I did not be shaped like attracts the ,50.19,52.9
HelenHong1_Audio.json,11,in the U. she backup Paul Bahn ,54.29,56.89
HelenHong1_Audio.json,12,one of the team ,58.59,59.52
HelenHong1_Audio.json,13,my parents are very strict up tight immigrants I've had one conversation about sex in my entire life with my parents here it is ready guilt not that ,61.15,71.01
HelenHong1_Audio.json,15,and we have discussion ,75.14,76.39
HelenHong1_Audio.json,16,yeah ,76.57,76.78
HelenHong1_Audio.json,17,the way they learned about sags was actually by watching daytime soap operas ,77.74,82.17
HelenHong1_Audio.json,18,like days of our lives and guiding lights and they actually show sex on those shows you know they show the before and the after sags ,82.79,89.76
HelenHong1_Audio.json,19,so until I was fourteen I thought sex was when you lay in bed with someone with the sheet up to here ,90.06,95.64
HelenHong1_Audio.json,20,I didn't know there is stuff going on underneath the sheet ,97.02,99.31
HelenHong1_Audio.json,21,I just thought that she was the sax ,99.88,101.62
HelenHong1_Audio.json,22,so I mean that alone going ,102.48,104.36
HelenHong1_Audio.json,25,now I'm not ,119.22,119.99
HelenHong1_Audio.json,26,you just like ,120.97,121.91
HelenHong1_Audio.json,28,it's pretty ,125.29,125.83
HelenHong1_Audio.json,29,yeah %HESITATION my parents have been married for a forty years ,127.08,131.27
HelenHong1_Audio.json,30,yeah I know yeah thank you ,131.88,134.08
HelenHong1_Audio.json,31,thank you but you shouldn't clap because they hold each and ,134.8,137.56
HelenHong1_Audio.json,32,and I absolutely despise each other but their old school Asians there never getting divorced they're totally dug in ,137.81,144.24
HelenHong1_Audio.json,33,I disappoint their just friends he was gonna die firms like ,144.79,148.77
HelenHong1_Audio.json,34,yes ,151.98,152.36
HelenHong1_Audio.json,35,so it's funny because they're old school immigrants but the heat each other which makes their nagging very schizophrenic ,153.4,159.02
HelenHong1_Audio.json,36,you know because most the time they'll nag like every other Korean parents are like hotline Natty equity and packed up my house ,159.78,166.66
HelenHong1_Audio.json,37,every once in awhile things get so bad between them that they're like hand and ,171.02,174.82
HelenHong1_Audio.json,38,doing a bomb Manny ,175.5,177.36
HelenHong1_Audio.json,39,it yeah yeah yeah ,178.63,179.59
HelenHong1_Audio.json,40,then they look at each other and IGN ,181.83,184.7
HelenHong1_Audio.json,41,if you've never seen an elderly Asian couple hissing at each other it's a quick entry limits Allia get money stocks ,186.78,193.09
HelenHong1_Audio.json,42,I want to share something about Asian culture Asians are very superstitious and all the superstitions mean you're gonna die ,196.41,203.72
HelenHong1_Audio.json,43,France is whistling is bad luck if you're Asian and whistling you're not gonna make it ,205.05,208.84
HelenHong1_Audio.json,44,other number four is very bad luck if you start seeing things enforced at different ,209.31,213.26
HelenHong1_Audio.json,45,I used to know this our Asian girl in college one day I started writing her name and ,214.24,218.6
HelenHong1_Audio.json,46,red pen herb and she goes ,218.72,221.97
HelenHong1_Audio.json,49,so I stabbed her Nnamdi ,230.95,236.09
HelenHong1_Audio.json,50,you've been great ,236.53,237.67
HelenHong1_Audio.json,51,Tom ,238.58,238.98
